IdLogement,ValeurFonciere,TypeLocal,SurfaceBatie,SurfaceTerrain,NbPieces
l_25476,149000.0,Appartement,44,,2
l_25477,153000.0,Appartement,49,,2
l_25479,65379.7,Appartement,56,,3
l_25481,53360.0,Appartement,56,,3
l_25482,74564.7,Appartement,66,,4
l_25483,139000.0,Appartement,79,,3
l_25484,152500.0,Appartement,49,,2
l_25488,180000.0,Maison,53,,3
l_25489,129050.0,Appartement,53,,3
l_25490,218760.0,Appartement,80,,3
l_25491,271450.0,Appartement,86,,4
l_25492,83900.0,Appartement,31,,1
l_25493,219000.0,Appartement,68,,3
l_25494,134000.0,Appartement,80,,4
l_25495,150000.0,Appartement,42,,3
l_25497,115000.0,Appartement,30,,1
l_25498,196500.0,Appartement,86,,4
l_25499,179900.0,Appartement,82,,4
l_25500,168000.0,Appartement,79,,4
l_25501,108000.0,Appartement,36,,2
l_25503,250000.0,Maison,72,,4
l_25508,169000.0,Appartement,54,,2
l_25510,237500.0,Maison,68,,4
l_25515,91791.25,Appartement,66,,4
l_25516,107000.0,Appartement,28,,1
l_25517,240000.0,Maison,90,,5
l_25520,264000.0,Maison,82,,5
l_25521,151000.0,Appartement,56,,2
l_25523,309000.0,Appartement,84,,4
l_25524,120500.0,Appartement,52,,2
l_25525,160000.0,Appartement,103,,5
l_25526,163405.0,Appartement,68,,3
l_25527,143000.0,Appartement,49,,2
l_25528,180000.0,Appartement,96,,5
l_25529,185000.0,Appartement,74,,4
l_25530,157000.0,Appartement,58,,3
l_25532,212000.0,Appartement,63,,3
l_25533,306500.0,Maison,88,,5
l_25534,,Appartement,80,,4
l_25535,102000.0,Appartement,49,,2
l_25536,198500.0,Appartement,56,,3
l_25537,245000.0,Maison,68,273.0,4
l_25538,166000.0,Appartement,49,,3
l_25539,245000.0,Maison,63,,4
l_25541,223000.0,Appartement,97,,5
l_25542,181900.0,Appartement,64,,4
l_25543,178000.0,Appartement,64,,4
l_25544,326500.0,Maison,90,115.0,4
l_25545,275050.0,Appartement,77,,4
l_25546,115000.0,Appartement,35,,2
l_25547,157000.0,Appartement,54,,2
l_25548,151560.0,Appartement,33,,1
l_25549,144000.0,Appartement,24,,1
l_25551,336640.0,Appartement,55,,3
l_25553,240000.0,Appartement,21,,1
l_25554,188000.0,Appartement,71,,4
l_25555,152162.69,Appartement,67,,4
l_25558,219700.0,Appartement,60,,3
l_25559,170000.0,Appartement,51,,2
l_25560,374525.0,Appartement,83,,4
l_25562,73000.0,Appartement,19,,1
l_25566,203000.0,Appartement,62,,3
l_25567,24554.0,Appartement,10,,1
l_25568,121500.0,Appartement,33,,2
l_25569,288000.0,Maison,66,,3
l_25570,113800.0,Appartement,25,,1
l_25571,180950.0,Appartement,50,,2
l_25573,115000.0,Appartement,74,,5
l_25574,90000.0,Appartement,39,,2
l_25576,273550.0,Appartement,72,,3
l_25578,285000.0,Appartement,75,,4
l_25579,339000.0,Appartement,78,,4
l_25582,188000.0,Appartement,50,,3
l_25584,134000.0,Appartement,45,,3
l_25585,136240.0,Appartement,35,,1
l_25586,142500.0,Appartement,42,,2
l_25587,176000.0,Appartement,64,,2
l_25588,295000.0,Appartement,61,,3
l_25589,288000.0,Appartement,73,,3
l_25590,281000.0,Appartement,76,,4
l_25591,345000.0,Appartement,76,,3
l_25592,102000.0,Appartement,20,,2
l_25594,188900.0,Appartement,57,,2
l_25595,184000.0,Appartement,68,,3
l_25596,182400.0,Appartement,69,,3
l_25597,290000.0,Appartement,93,,4
l_25599,145383.0,Appartement,26,,1
l_25600,280000.0,Maison,80,,4
l_25601,223000.0,Appartement,83,,4
l_25603,157600.0,Appartement,52,,2
l_25605,240000.0,Maison,81,,4
l_25606,345000.0,Appartement,103,,5
l_25607,143312.0,Appartement,49,,2
l_25608,384000.0,Maison,100,,5
l_25609,389000.0,Maison,107,,5
l_25610,390000.0,Appartement,72,,3
l_25611,587500.0,Maison,134,,5
l_25612,329000.0,Appartement,80,,4
l_25613,75000.0,Appartement,14,,1
l_25614,117000.0,Appartement,22,,1
l_25615,155000.0,Appartement,37,,2
l_25616,401680.0,Maison,91,,4
l_25618,278000.0,Appartement,65,,3
l_25619,259000.0,Appartement,65,,3
l_25620,187000.0,Appartement,67,,4
l_25621,361000.0,Maison,121,,4
l_25622,200000.0,Appartement,79,,3
l_25625,234000.0,Maison,60,,3
l_25626,268000.0,Appartement,79,,3
l_25627,120000.0,Appartement,44,,2
l_25629,224000.0,Appartement,47,,2
l_25632,108000.0,Appartement,17,,1
l_25633,395000.0,Maison,88,,4
l_25634,237500.0,Maison,81,,4
l_25635,265000.0,Maison,110,,6
l_25636,236000.0,Appartement,85,,3
l_25637,89684.0,Appartement,82,,4
l_25640,120125.0,Appartement,18,,1
l_25641,65087.0,Appartement,18,,1
l_25642,126850.0,Appartement,25,,2
l_25643,142500.0,Appartement,55,,3
l_25644,171000.0,Appartement,114,,5
l_25645,250000.0,Appartement,108,,4
l_25646,174200.0,Appartement,20,,1
l_25647,141800.0,Appartement,68,,4
l_25649,78200.0,Appartement,20,,1
l_25650,118000.0,Appartement,25,,1
l_25651,496270.0,Maison,93,337.0,4
l_25652,242000.0,Appartement,77,,4
l_25654,164000.0,Appartement,67,,3
l_25657,95000.0,Appartement,35,,2
l_25658,92000.0,Appartement,35,,2
l_25659,242500.0,Appartement,83,,4
l_25660,240000.0,Appartement,68,,3
l_25661,250000.0,Appartement,68,,3
l_25662,290000.0,Maison,77,,5
l_25663,372300.0,Appartement,79,,3
l_25664,199000.0,Appartement,45,,2
l_25665,252000.0,Appartement,58,,3
l_25666,130000.0,Appartement,50,,2
l_25668,185000.0,Appartement,68,,4
l_25670,177500.0,Appartement,68,,4
l_25671,99257.0,Appartement,70,,3
l_25673,252000.0,Appartement,67,,3
l_25674,162600.0,Appartement,66,,3
l_25675,81000.0,Appartement,27,,1
l_25676,107589.3,Appartement,58,,3
l_25677,183000.0,Appartement,51,,2
l_25678,217000.0,Appartement,55,,2
l_25680,141000.0,Appartement,45,,3
l_25681,325000.0,Maison,78,,4
l_25682,395000.0,Appartement,55,,2
l_25683,121000.0,Appartement,48,,2
l_25684,221110.0,Appartement,58,,3
l_25685,149000.0,Appartement,35,,2
l_25687,354000.0,Maison,92,,3
l_25689,177000.0,Appartement,49,,3
l_25691,118000.0,Appartement,50,,3
l_25692,183000.0,Appartement,81,,4
l_25694,482000.0,Maison,93,,4
l_25696,114000.0,Appartement,92,,4
l_25697,345000.0,Maison,60,,3
l_25698,190900.0,Appartement,61,,4
l_25700,138600.0,Appartement,66,,4
l_25701,152000.0,Appartement,28,,1
l_25702,180000.0,Maison,86,,4
l_25706,220000.0,Appartement,48,,3
l_25707,255000.0,Appartement,80,,4
l_25710,186520.0,Appartement,58,,3
l_25711,132000.0,Appartement,39,,2
l_25712,128000.0,Appartement,29,,2
l_25714,240000.0,Appartement,75,,5
l_25715,94100.0,Appartement,17,,1
l_25716,223570.0,Appartement,42,,2
l_25717,330264.0,Appartement,76,,4
l_25719,207000.0,Appartement,60,,2
l_25720,140000.0,Appartement,43,,2
l_25721,330000.0,Maison,71,,3
l_25722,118000.0,Appartement,41,,2
l_25724,139900.0,Appartement,45,,2
l_25725,303000.0,Maison,77,,5
l_25726,283000.0,Appartement,60,,3
l_25727,172000.0,Appartement,33,,2
l_25728,163000.0,Appartement,45,,2
l_25729,132500.0,Appartement,33,,1
l_25730,135179.0,Appartement,33,,1
l_25731,182500.0,Appartement,65,,3
l_25732,175000.0,Appartement,67,,4
l_25733,219500.0,Appartement,60,,3
l_25734,115900.0,Appartement,25,,1
l_25735,96000.0,Appartement,58,,2
l_25736,98000.0,Appartement,25,,2
l_25739,54190.5,Appartement,53,,2
l_25740,283900.0,Maison,77,,5
l_25741,222000.0,Appartement,62,,3
l_25742,90000.0,Appartement,41,,1
l_25744,171000.0,Appartement,23,,1
l_25746,178000.0,Appartement,64,,3
l_25747,66000.0,Appartement,17,,1
l_25748,155500.0,Appartement,28,,1
l_25749,138000.0,Appartement,36,,2
l_25750,145000.0,Appartement,68,,4
l_25751,258000.0,Appartement,64,,3
l_25752,425000.0,Maison,89,,4
l_25754,135000.0,Appartement,43,,3
l_25755,159000.0,Appartement,58,,2
l_25757,182000.0,Appartement,62,,4
l_25758,139000.0,Appartement,31,,1
l_25760,109230.0,Appartement,25,,1
l_25761,170000.0,Appartement,65,,4
l_25762,350000.0,Maison,75,,4
l_25763,65000.0,Appartement,55,,3
l_25766,80000.0,Appartement,13,,1
l_25767,408000.0,Appartement,83,,4
l_25768,359000.0,Appartement,83,,4
l_25769,378000.0,Appartement,83,,4
l_25771,1197300.0,Appartement,195,,5
l_25773,572000.0,Appartement,147,,6
l_25776,350065.0,Appartement,80,,4
l_25777,435000.0,Appartement,48,,3
l_25778,244250.0,Appartement,45,,2
l_25780,102000.0,Appartement,20,,1
l_25781,80000.0,Appartement,16,,1
l_25782,500000.0,Maison,102,,5
l_25783,322500.0,Appartement,65,,3
l_25784,419000.0,Appartement,61,,4
l_25785,420000.0,Appartement,62,,3
l_25786,146200.0,Appartement,41,,2
l_25787,163795.0,Appartement,45,,2
l_25788,275000.0,Appartement,39,,2
l_25789,223600.0,Appartement,61,,3
l_25790,195440.0,Appartement,40,,3
l_25791,211800.0,Appartement,45,,2
l_25792,211250.0,Appartement,68,,3
l_25794,42000.0,Appartement,15,,1
l_25795,341400.0,Appartement,52,,3
l_25796,283840.0,Appartement,44,,3
l_25797,251610.0,Appartement,38,,2
l_25798,328000.0,Appartement,46,,2
l_25799,77000.0,Appartement,17,,1
l_25801,182550.0,Appartement,42,,2
l_25803,500000.0,Appartement,33,,2
l_25804,515750.0,Appartement,69,,4
l_25805,645000.0,Appartement,54,,1
l_25806,216000.0,Appartement,34,,1
l_25807,350000.0,Appartement,55,,3
l_25808,281000.0,Appartement,40,,2
l_25809,303000.0,Maison,40,,2
l_25810,161500.0,Appartement,49,,2
l_25811,167000.0,Appartement,20,,1
l_25812,183962.0,Appartement,23,,1
l_25813,338740.0,Appartement,42,,2
l_25814,881575.0,Appartement,55,,3
l_25815,573840.0,Maison,65,,3
l_25816,251000.0,Appartement,28,,2
l_25817,311800.0,Appartement,37,,1
l_25818,184000.0,Appartement,50,,2
l_25819,423420.0,Appartement,66,,3
l_25821,153450.0,Appartement,30,,2
l_25822,152000.0,Appartement,38,,1
l_25824,213995.0,Appartement,60,,3
l_25825,425000.0,Appartement,45,,2
l_25826,193000.0,Appartement,30,,2
l_25827,563600.0,Appartement,64,,3
l_25828,462978.0,Appartement,76,,4
l_25829,505250.0,Appartement,52,,4
l_25830,790000.0,Appartement,106,,5
l_25831,347700.0,Appartement,48,,3
l_25832,347000.0,Appartement,48,,3
l_25833,234000.0,Appartement,64,,3
l_25834,173137.62,Appartement,35,,2
l_25835,257000.0,Appartement,30,,2
l_25836,150000.0,Appartement,55,,2
l_25838,69000.0,Appartement,15,,1
l_25839,547900.0,Appartement,70,,3
l_25840,750000.0,Maison,115,,4
l_25841,420300.0,Maison,90,,4
l_25842,169000.0,Appartement,23,,1
l_25843,281500.0,Appartement,83,,4
l_25844,179000.0,Appartement,18,,2
l_25845,440800.0,Appartement,61,,3
l_25846,239000.0,Appartement,23,,2
l_25847,537000.0,Appartement,101,,3
l_25848,487000.0,Appartement,70,,3
l_25849,265000.0,Appartement,66,,3
l_25850,233100.0,Appartement,50,,3
l_25852,245220.0,Appartement,54,,2
l_25853,302000.0,Maison,33,,2
l_25854,381000.0,Appartement,87,,4
l_25855,178715.0,Appartement,89,,4
l_25856,131000.0,Appartement,70,,3
l_25857,490000.0,Appartement,104,,5
l_25859,157000.0,Appartement,26,,1
l_25860,115000.0,Appartement,23,,1
l_25861,355000.0,Appartement,75,,3
l_25862,479400.0,Appartement,60,,3
l_25863,256270.0,Maison,46,,5
l_25864,655000.0,Appartement,94,,5
l_25866,405000.0,Appartement,73,,3
l_25867,318950.0,Appartement,45,,2
l_25869,680000.0,Appartement,55,,2
l_25870,243000.0,Appartement,65,,3
l_25871,315000.0,Appartement,77,,3
l_25872,186000.0,Appartement,27,,1
l_25875,111000.0,Appartement,19,,1
l_25876,82000.0,Appartement,17,,1
l_25877,274000.0,Appartement,93,,4
l_25878,249000.0,Appartement,89,,4
l_25879,246000.0,Appartement,55,,2
l_25881,185900.0,Appartement,31,,2
l_25882,439000.0,Appartement,82,,4
l_25884,168000.0,Appartement,19,,1
l_25885,169488.0,Appartement,49,,2
l_25886,289350.0,Appartement,60,,3
l_25889,192000.0,Appartement,54,,3
l_25890,231200.0,Appartement,49,,2
l_25891,245900.0,Appartement,44,,2
l_25892,245000.0,Appartement,89,,4
l_25894,189990.0,Appartement,28,,1
l_25895,186500.0,Appartement,52,,2
l_25896,280000.0,Appartement,94,,4
l_25897,298000.0,Appartement,103,,4
l_25898,157500.0,Appartement,63,,3
l_25899,464500.0,Appartement,63,,3
l_25900,339900.0,Appartement,47,,3
l_25901,1012500.0,Appartement,170,,4
l_25902,414300.0,Appartement,53,,2
l_25903,550000.0,Appartement,55,,2
l_25904,122800.0,Appartement,67,,3
l_25905,179800.0,Appartement,53,,2
l_25906,140000.0,Appartement,32,,1
l_25907,299000.0,Appartement,80,,4
l_25908,150150.0,Appartement,26,,1
l_25910,242500.0,Appartement,73,,4
l_25913,400000.0,Appartement,73,,4
l_25915,247800.0,Appartement,40,,2
l_25918,290000.0,Appartement,56,,3
l_25919,200800.0,Appartement,83,,4
l_25920,511500.0,Appartement,61,,3
l_25921,172000.0,Appartement,50,,2
l_25922,230000.0,Appartement,34,,2
l_25923,198000.0,Appartement,61,,4
l_25924,577000.0,Appartement,76,,3
l_25928,770000.0,Appartement,83,,3
l_25929,277500.0,Appartement,100,,5
l_25931,174000.0,Appartement,40,,2
l_25932,276000.0,Maison,60,,3
l_25933,644660.0,Appartement,94,,3
l_25934,687770.0,Appartement,80,,3
l_25935,305000.0,Maison,79,,3
l_25936,295000.0,Appartement,63,,3
l_25937,307430.0,Appartement,38,,3
l_25938,117500.0,Appartement,30,,1
l_25939,220600.0,Appartement,60,,3
l_25940,93000.0,Appartement,18,,1
l_25941,135000.0,Appartement,29,,2
l_25942,86000.0,Appartement,23,,1
l_25943,222500.0,Appartement,34,,1
l_25944,114400.0,Appartement,55,,3
l_25945,340000.0,Appartement,43,,2
l_25946,327990.0,Appartement,26,,1
l_25947,336500.0,Appartement,88,,4
l_25949,215000.0,Appartement,28,,2
l_25950,92000.0,Appartement,29,,1
l_25951,236740.0,Appartement,68,,4
l_25952,228000.0,Appartement,35,,2
l_25954,218000.0,Appartement,28,,2
l_25955,172000.0,Appartement,31,,1
l_25956,185000.0,Appartement,46,,2
l_25959,192271.0,Appartement,40,,2
l_25960,103900.0,Appartement,14,,1
l_25961,150000.0,Appartement,25,,1
l_25962,352500.0,Appartement,86,,4
l_25963,379000.0,Appartement,51,,2
l_25964,337000.0,Appartement,60,,3
l_25966,201000.0,Appartement,97,,5
l_25967,200000.0,Appartement,52,,3
l_25968,545000.0,Appartement,67,,3
l_25969,791500.0,Maison,110,,5
l_25970,277000.0,Appartement,30,,2
l_25971,195000.0,Appartement,19,,2
l_25972,445000.0,Appartement,76,,4
l_25973,455000.0,Appartement,95,,4
l_25974,93000.0,Appartement,25,,1
l_25975,220000.0,Appartement,20,,2
l_25977,108000.0,Appartement,15,,1
l_25979,207000.0,Appartement,62,,3
l_25982,322000.0,Appartement,41,,2
l_25983,175000.0,Appartement,25,,1
l_25984,620000.0,Appartement,86,,4
l_25985,179850.0,Appartement,21,,1
l_25986,365000.0,Appartement,60,,4
l_25987,145000.0,Appartement,55,,3
l_25988,335000.0,Appartement,62,,4
l_25990,800000.0,Appartement,107,,4
l_25992,300000.0,Appartement,22,,1
l_25993,340000.0,Appartement,49,,3
l_25994,202500.0,Appartement,41,,3
l_25995,1400000.0,Maison,300,,9
l_25996,360976.0,Appartement,60,,3
l_25997,440425.0,Appartement,76,,3
l_25998,91000.0,Appartement,20,,1
l_25999,99000.0,Appartement,23,,1
l_26000,93000.0,Appartement,23,,1
l_26001,237000.0,Appartement,51,,3
l_26002,279500.0,Appartement,49,,3
l_26003,296500.0,Appartement,25,,5
l_26004,281000.0,Appartement,57,,3
l_26005,410370.0,Appartement,62,,3
l_26006,590000.0,Maison,73,,3
l_26008,258000.0,Appartement,48,,2
l_26009,267000.0,Appartement,34,,2
l_26010,272000.0,Appartement,13,,1
l_26011,241425.0,Appartement,60,,3
l_26012,262230.0,Appartement,53,,3
l_26013,283000.0,Appartement,49,,3
l_26014,122000.0,Appartement,35,,2
l_26015,180000.0,Appartement,34,,2
l_26016,275000.0,Appartement,52,,3
l_26017,300971.0,Appartement,62,,4
l_26018,281500.0,Appartement,57,,3
l_26019,500289.75,Appartement,107,,4
l_26020,387000.0,Appartement,63,,3
l_26021,438900.0,Appartement,65,,3
l_26022,182585.0,Appartement,21,,2
l_26023,377500.0,Appartement,44,,2
l_26024,567100.0,Appartement,98,,5
l_26025,360000.0,Appartement,32,,2
l_26026,220000.0,Appartement,28,,2
l_26027,420600.0,Maison,75,,4
l_26028,201813.0,Appartement,35,,2
l_26029,297000.0,Appartement,36,,3
l_26030,247400.0,Appartement,70,,3
l_26031,279000.0,Appartement,60,,3
l_26032,218726.0,Appartement,40,,2
l_26033,139100.0,Appartement,28,,1
l_26034,140000.0,Appartement,30,,1
l_26036,140000.0,Appartement,26,,2
l_26037,166540.0,Appartement,24,,2
l_26038,179000.0,Appartement,26,,2
l_26039,359000.0,Appartement,37,,2
l_26040,163000.0,Appartement,52,,2
l_26041,277800.0,Appartement,80,,4
l_26042,226000.0,Appartement,39,,2
l_26043,197050.0,Appartement,82,,4
l_26044,104500.0,Appartement,40,,3
l_26045,283000.0,Appartement,38,,2
l_26046,105800.0,Appartement,15,,1
l_26047,435000.0,Appartement,48,,2
l_26048,331000.0,Appartement,72,,4
l_26049,334500.0,Appartement,68,,4
l_26050,655000.0,Appartement,82,,4
l_26051,397000.0,Appartement,68,,3
l_26052,465000.0,Appartement,81,,4
l_26053,438800.0,Appartement,81,,4
l_26054,470000.0,Appartement,81,,4
l_26055,248000.0,Appartement,42,,2
l_26056,447000.0,Appartement,82,,4
l_26057,170000.0,Appartement,25,,1
l_26058,164251.0,Appartement,30,,1
l_26059,917000.0,Appartement,96,,4
l_26060,55250.0,Appartement,20,,1
l_26061,406350.0,Appartement,67,,3
l_26062,168690.0,Appartement,24,,1
l_26063,199000.0,Appartement,38,,2
l_26064,281640.0,Appartement,60,,3
l_26067,244120.0,Appartement,45,,2
l_26069,543000.0,Maison,100,,4
l_26070,172610.0,Appartement,50,,2
l_26071,211000.0,Appartement,69,,3
l_26072,264000.0,Appartement,71,,3
l_26074,133600.0,Appartement,32,,1
l_26075,65000.0,Appartement,16,,1
l_26076,272900.0,Appartement,35,,2
l_26077,172000.0,Appartement,63,,4
l_26079,308000.0,Appartement,56,,3
l_26080,148000.0,Appartement,35,,1
l_26081,185500.0,Appartement,52,,2
l_26082,217500.0,Appartement,38,,2
l_26083,328000.0,Appartement,48,,3
l_26085,129600.0,Appartement,20,,1
l_26086,166000.0,Appartement,30,,1
l_26088,178000.0,Appartement,50,,2
l_26090,325500.0,Appartement,59,,3
l_26092,456900.0,Appartement,57,,3
l_26093,261000.0,Appartement,44,,2
l_26094,405000.0,Appartement,76,,4
l_26095,405000.0,Maison,104,,5
l_26096,164000.0,Appartement,35,,2
l_26097,237200.0,Appartement,77,,4
l_26098,134700.0,Appartement,58,,3
l_26099,270000.0,Appartement,47,,3
l_26100,242550.0,Appartement,47,,3
l_26101,900000.0,Appartement,82,,3
l_26103,225000.0,Appartement,36,,2
l_26104,165340.0,Appartement,23,,1
l_26105,408600.0,Appartement,78,,4
l_26107,270300.0,Appartement,45,,2
l_26108,168000.0,Appartement,30,,1
l_26109,132100.0,Appartement,27,,1
l_26110,266666.0,Appartement,58,,3
l_26111,312000.0,Appartement,40,,2
l_26112,324591.2,Appartement,87,,4
l_26113,174000.0,Appartement,38,,2
l_26114,231000.0,Appartement,64,,3
l_26115,156000.0,Appartement,27,,1
l_26116,330000.0,Appartement,47,,3
l_26117,157000.0,Appartement,45,,2
l_26118,171370.0,Appartement,34,,2
l_26119,113400.0,Appartement,20,,1
l_26121,434500.0,Appartement,76,,3
l_26122,248300.0,Appartement,48,,2
l_26123,378900.0,Appartement,62,,3
l_26124,595000.0,Appartement,102,,3
l_26125,327000.0,Appartement,78,,3
l_26126,117000.0,Appartement,37,,2
l_26127,405000.0,Appartement,68,,3
l_26129,388000.0,Appartement,74,,3
l_26130,306300.0,Appartement,57,,2
l_26131,257000.0,Appartement,33,,3
l_26132,292000.0,Appartement,53,,3
l_26133,240000.0,Appartement,33,,3
l_26134,128050.0,Appartement,24,,1
l_26136,246090.0,Appartement,65,,3
l_26137,428000.0,Appartement,72,,3
l_26138,281616.0,Appartement,49,,2
l_26139,225672.02,Appartement,70,,3
l_26140,487950.0,Appartement,70,,3
l_26141,169700.0,Appartement,56,,3
l_26142,146500.0,Appartement,56,,3
l_26143,176000.0,Appartement,31,,1
l_26144,248700.0,Appartement,48,,3
l_26145,309900.0,Appartement,59,,3
l_26146,172000.0,Appartement,38,,3
l_26147,249000.0,Appartement,38,,2
l_26148,315000.0,Appartement,63,,4
l_26149,390970.0,Appartement,48,,3
l_26150,285380.0,Appartement,50,,2
l_26151,295238.0,Appartement,75,,4
l_26152,107367.68,Appartement,20,,1
l_26153,172500.0,Appartement,25,,1
l_26154,212500.0,Appartement,25,,1
l_26156,430180.0,Appartement,78,,4
l_26157,373348.0,Appartement,70,,4
l_26158,310000.0,Appartement,90,,4
l_26159,322000.0,Appartement,75,,3
l_26160,125000.0,Appartement,16,,1
l_26161,274000.0,Appartement,45,,2
l_26162,215000.0,Appartement,32,,1
l_26163,372300.0,Appartement,74,,4
l_26164,209933.0,Appartement,73,,4
l_26165,354000.0,Appartement,80,,4
l_26166,257875.0,Appartement,49,,3
l_26167,195864.9,Appartement,68,,3
l_26168,141000.0,Appartement,52,,2
l_26169,164500.0,Appartement,36,,2
l_26170,383500.0,Appartement,65,,3
l_26172,334000.0,Appartement,65,,3
l_26173,400000.0,Appartement,69,,4
l_26174,314554.0,Appartement,71,,3
l_26175,401000.0,Appartement,52,,3
l_26176,90000.0,Appartement,12,,1
l_26177,221000.0,Appartement,89,,4
l_26178,395000.0,Appartement,70,,3
l_26179,405000.0,Appartement,59,,3
l_26180,268500.0,Appartement,53,,2
l_26181,353700.0,Appartement,59,,3
l_26182,269000.0,Appartement,53,,2
l_26184,530000.0,Maison,92,,5
l_26185,325000.0,Appartement,81,,5
l_26187,262000.0,Appartement,67,,3
l_26188,176000.0,Appartement,20,,1
l_26189,157926.0,Appartement,64,,3
l_26191,230760.0,Appartement,67,,4
l_26192,348700.0,Appartement,68,,4
l_26194,417860.0,Appartement,54,,2
l_26195,219000.0,Appartement,75,,4
l_26196,616200.0,Appartement,66,,3
l_26197,204000.0,Appartement,44,,2
l_26198,462000.0,Appartement,85,,4
l_26200,705000.0,Appartement,80,,4
l_26202,335000.0,Appartement,33,,1
l_26204,215000.0,Appartement,24,,1
l_26205,252427.0,Appartement,112,,7
l_26206,298000.0,Appartement,55,,3
l_26207,198000.0,Appartement,60,,3
l_26208,91094.0,Appartement,18,,1
l_26209,166000.0,Appartement,16,,1
l_26210,219000.0,Appartement,55,,3
l_26211,189000.0,Appartement,26,,2
l_26212,484650.0,Appartement,83,,2
l_26213,303000.0,Appartement,16,,1
l_26214,215000.0,Appartement,37,,2
l_26215,181000.0,Appartement,24,,1
l_26216,193000.0,Appartement,67,,3
l_26217,212000.0,Appartement,25,,2
l_26218,305000.0,Appartement,69,,4
l_26219,405460.0,Appartement,55,,3
l_26220,318700.0,Appartement,63,,3
l_26221,347000.0,Appartement,54,,3
l_26223,270750.0,Appartement,56,,4
l_26224,263750.0,Appartement,36,,2
l_26225,418000.0,Appartement,82,,4
l_26226,535000.0,Appartement,85,,5
l_26227,76700.0,Appartement,20,,1
l_26228,126168.0,Appartement,19,,1
l_26229,185000.0,Appartement,23,,1
l_26231,325000.0,Appartement,67,,3
l_26232,348000.0,Appartement,65,,3
l_26233,449000.0,Appartement,72,,4
l_26234,299000.0,Appartement,83,,5
l_26235,260238.5,Appartement,53,,3
l_26236,145000.0,Appartement,31,,2
l_26237,108412.65,Appartement,67,,3
l_26238,277000.0,Appartement,49,,2
l_26239,935000.0,Appartement,106,,4
l_26240,246400.0,Appartement,38,,2
l_26241,192000.0,Appartement,40,,2
l_26242,267000.0,Appartement,87,,4
l_26243,292000.0,Appartement,36,,2
l_26245,346000.0,Appartement,40,,2
l_26246,314000.0,Appartement,66,,1
l_26247,565650.0,Appartement,62,,4
l_26248,255410.0,Appartement,38,,2
l_26249,123000.0,Appartement,20,,1
l_26250,322000.0,Appartement,56,,3
l_26251,279170.0,Appartement,68,,3
l_26252,331000.0,Appartement,45,,2
l_26254,175610.0,Appartement,42,,2
l_26255,467000.0,Appartement,90,,5
l_26256,298800.0,Appartement,94,,4
l_26257,200000.0,Maison,40,,3
l_26258,320000.0,Appartement,57,,3
l_26259,296550.0,Appartement,47,,2
l_26260,323000.0,Appartement,40,,2
l_26261,167400.0,Appartement,28,,1
l_26262,434434.0,Appartement,90,,4
l_26263,244000.0,Appartement,76,,3
l_26264,530000.0,Appartement,84,,4
l_26265,138000.0,Appartement,24,,2
l_26266,219500.0,Appartement,29,,1
l_26267,376000.0,Appartement,52,,3
l_26268,257600.0,Appartement,47,,2
l_26269,290000.0,Appartement,51,,3
l_26270,794110.0,Maison,132,,6
l_26271,280000.0,Appartement,31,,1
l_26272,205230.0,Appartement,46,,2
l_26273,287000.0,Appartement,79,,4
l_26274,280115.84,Appartement,58,,3
l_26275,527000.0,Appartement,73,,3
l_26276,460000.0,Appartement,56,,3
l_26277,233000.0,Appartement,44,,2
l_26278,136000.0,Appartement,22,,1
l_26279,247000.0,Appartement,53,,3
l_26280,298000.0,Appartement,56,,3
l_26281,110200.0,Appartement,50,,1
l_26282,420000.0,Appartement,59,,3
l_26283,246000.0,Appartement,51,,3
l_26284,222000.0,Appartement,36,,2
l_26285,86618.0,Appartement,37,,1
l_26287,304000.0,Appartement,56,,3
l_26289,70000.0,Appartement,14,,1
l_26290,289000.0,Appartement,60,,3
l_26291,545000.0,Appartement,93,,3
l_26292,279500.0,Appartement,55,,3
l_26293,466400.0,Appartement,72,,3
l_26294,180000.0,Appartement,37,,2
l_26295,188950.0,Appartement,31,,2
l_26296,242718.0,Appartement,51,,3
l_26297,311000.0,Appartement,62,,3
l_26298,314000.0,Appartement,55,,3
l_26299,188438.0,Appartement,45,,2
l_26300,424000.0,Appartement,64,,3
l_26301,346800.0,Appartement,57,,3
l_26302,280000.0,Appartement,53,,2
l_26303,250100.0,Appartement,25,,1
l_26304,824000.0,Appartement,118,,5
l_26306,234370.0,Appartement,48,,3
l_26307,482200.0,Appartement,89,,3
l_26308,218050.0,Appartement,65,,4
l_26309,188000.0,Appartement,35,,2
l_26310,252000.0,Appartement,40,,3
l_26312,194000.0,Appartement,63,,4
l_26313,190000.0,Appartement,43,,3
l_26314,208380.0,Appartement,70,,3
l_26315,207200.0,Appartement,32,,3
l_26316,300000.0,Appartement,57,,3
l_26317,216000.0,Appartement,85,,4
l_26318,587700.0,Appartement,98,,5
l_26319,331010.0,Appartement,38,,2
l_26320,566500.0,Appartement,53,,2
l_26321,214000.0,Appartement,60,,3
l_26322,325000.0,Appartement,40,,3
l_26323,398000.0,Appartement,76,,4
l_26324,510000.0,Appartement,81,,4
l_26326,302100.0,Appartement,60,,2
l_26327,268932.0,Appartement,50,,2
l_26328,425000.0,Maison,40,,3
l_26329,406000.0,Appartement,66,,3
