IdAdresse,NumVoie,BTQ,CodeVoie,CodeCommune
a_29435,156.0,,8635,101
a_29436,144.0,,8635,101
a_29437,18.0,,6387,108
a_29438,11.0,,487,108
a_29439,34.0,,6528,101
a_29440,56.0,,759,103
a_29441,17.0,,8397,101
a_29443,56.0,,8635,101
a_29444,54.0,,2185,108
a_29445,8.0,,2412,103
a_29446,65.0,,1880,103
a_29447,15.0,,9804,108
a_29448,12.0,,2289,108
a_29449,16.0,,9905,103
a_29451,10.0,,6086,108
a_29452,83.0,,9191,103
a_29453,50.0,,5951,108
a_29454,28.0,,9504,103
a_29455,5.0,,7902,101
a_29456,14.0,,124,108
a_29458,11.0,,8692,103
a_29459,16.0,,1413,103
a_29460,65.0,,4302,103
a_29461,7.0,,4897,108
a_29462,165.0,,4485,108
a_29463,3.0,,1021,103
a_29464,31.0,,6450,108
a_29465,17.0,,2999,101
a_29466,52.0,,9711,103
a_29467,76.0,,9506,103
a_29468,23.0,,8692,103
a_29470,1.0,,5751,108
a_29471,9.0,,4302,103
a_29472,92.0,,9506,103
a_29473,40.0,,1880,103
a_29474,31.0,B,8692,103
a_29475,59.0,,2386,108
a_29476,47.0,,2387,108
a_29477,165.0,,8635,101
a_29478,19.0,,5891,108
a_29479,11.0,B,763,108
a_29480,30.0,,2289,108
a_29481,80.0,,6387,108
a_29482,70.0,,3518,108
a_29483,15.0,,719,108
a_29484,55.0,,3824,108
a_29485,14.0,,6817,103
a_29486,4.0,,3820,103
a_29487,22.0,,6904,101
a_29488,28.0,,7455,101
a_29489,9.0,,6086,108
a_29490,6.0,,7605,103
a_29492,6.0,,4320,103
a_29493,5.0,,7863,101
a_29494,9.0,,2996,103
a_29495,2.0,,5956,108
a_29496,49.0,,300,108
a_29497,226.0,,8694,103
a_29498,17.0,,351,108
a_29499,1.0,,3698,103
a_29500,9.0,,9830,108
a_29501,10.0,,6904,101
a_29502,3.0,,9185,108
a_29503,17.0,,4041,108
a_29504,8.0,,7729,103
a_29505,14.0,,2330,103
a_29506,5.0,,9504,101
a_29507,60.0,,9711,103
a_29508,17.0,,5388,108
a_29510,30.0,,8724,108
a_29511,97.0,,9506,103
a_29512,108.0,,8635,101
a_29513,6.0,,2453,101
a_29514,40.0,,6517,103
a_29515,192.0,,4485,108
a_29516,15.0,,9190,103
a_29517,16.0,,7061,103
a_29518,46.0,,487,108
a_29521,8.0,,8641,101
a_29522,7.0,,7348,101
a_29523,9.0,,9905,103
a_29524,2.0,,8635,101
a_29525,79.0,,2386,108
a_29527,7.0,,9631,101
a_29529,14.0,,8009,103
a_29530,27.0,,7348,101
a_29531,187.0,,9191,103
a_29532,6.0,,7612,108
a_29533,15.0,,5825,101
a_29534,19.0,,2067,108
a_29535,14.0,,9933,108
a_29536,73.0,,783,103
a_29537,209.0,,8635,101
a_29538,95.0,,9783,103
a_29539,3.0,,1200,103
a_29540,30.0,,8716,103
a_29541,4.0,,8552,103
a_29542,7.0,,7612,108
a_29543,14.0,,2412,103
a_29545,86.0,,8291,108
a_29546,8.0,,433,101
a_29547,3.0,,4748,108
a_29549,31.0,,1880,103
a_29550,118.0,,9783,103
a_29551,7.0,,3643,103
a_29552,55.0,,5927,103
a_29553,3.0,,1275,103
a_29554,9.0,,7348,101
a_29555,18.0,,5993,108
a_29556,84.0,,6834,103
a_29557,77.0,,5951,108
a_29558,67.0,,6286,103
a_29559,41.0,,8635,101
a_29560,16.0,,8531,103
a_29562,8.0,,632,101
a_29563,17.0,,6834,103
a_29564,6.0,,8611,101
a_29565,40.0,,124,108
a_29566,179.0,,9191,103
a_29567,80.0,,420,103
a_29568,38.0,,3814,108
a_29569,60.0,,7612,108
a_29570,69.0,,3518,108
a_29571,8.0,,5903,108
a_29572,50.0,,1771,103
a_29573,39.0,,8740,101
a_29574,16.0,,9260,101
a_29575,21.0,,3118,108
a_29576,40.0,,5665,108
a_29577,30.0,,759,103
a_29578,38.0,,8716,103
a_29579,11.0,,2067,108
a_29580,18.0,,6513,101
a_29581,60.0,,407,101
a_29582,29.0,,5951,108
a_29583,3.0,,5033,101
a_29584,41.0,,2185,108
a_29585,19.0,,871,103
a_29586,46.0,,9506,103
a_29587,1.0,,4718,101
a_29588,18.0,,4278,101
a_29589,6.0,,3015,103
a_29591,24.0,,1880,103
a_29592,12.0,,779,108
a_29593,14.0,,7239,108
a_29594,56.0,,8291,108
a_29597,86.0,,5194,108
a_29598,74.0,,9506,103
a_29599,4.0,,4645,108
a_29600,37.0,,7572,103
a_29601,4.0,,6573,108
a_29602,170.0,,9191,103
a_29603,50.0,,9905,103
a_29604,14.0,,5692,108
a_29605,62.0,,4901,101
a_29606,38.0,,5200,108
a_29607,25.0,,6537,101
a_29609,27.0,,1443,108
a_29610,14.0,,3875,103
a_29611,5.0,,8256,108
a_29612,99.0,,7970,103
a_29615,23.0,,719,108
a_29616,14.0,,411,108
a_29617,9.0,,4290,103
a_29619,1.0,,7281,103
a_29620,53.0,,5927,103
a_29621,32.0,,2289,108
a_29622,73.0,,3824,108
a_29623,169.0,,9191,103
a_29625,4.0,,8540,103
a_29626,11.0,,920,101
a_29627,37.0,,8692,103
a_29628,93.0,,3518,108
a_29629,41.0,,6834,103
a_29630,13.0,,2249,103
a_29632,98.0,,6387,108
a_29633,13.0,,9510,108
a_29634,9.0,,1993,108
a_29635,97.0,,759,103
a_29637,6.0,,3698,103
a_29638,26.0,,6520,101
a_29639,4.0,,3643,103
a_29640,4.0,,2249,103
a_29641,6.0,,8531,103
a_29642,42.0,,5200,108
a_29643,168.0,,9191,103
a_29644,4.0,,7954,108
a_29645,66.0,,8635,101
a_29646,23.0,,900,108
a_29647,60.0,,8291,108
a_29648,140.0,,8249,101
a_29649,87.0,,2386,108
a_29650,62.0,,6419,108
a_29652,5.0,,7729,103
a_29654,58.0,,5741,108
a_29655,15.0,,5033,101
a_29656,12.0,,6573,108
a_29657,101.0,,6387,108
a_29658,62.0,,7420,108
a_29659,13.0,,8159,103
a_29660,26.0,,8009,103
a_29661,50.0,,9711,103
a_29662,62.0,,1771,103
a_29663,89.0,,8525,101
a_29664,9.0,,4318,103
a_29665,7.0,,4318,103
a_29666,56.0,,1771,103
a_29667,68.0,,4302,103
a_29668,49.0,,6450,108
a_29669,15.0,,4290,103
a_29670,176.0,,9191,103
a_29671,5.0,,1021,103
a_29672,13.0,,8623,101
a_29673,24.0,,2594,101
a_29674,23.0,,8339,108
a_29675,9.0,,3682,108
a_29676,43.0,,9905,103
a_29677,10.0,,2412,103
a_29678,5.0,,337,108
a_29679,67.0,,6834,103
a_29680,89.0,,300,108
a_29681,5.0,B,4483,103
a_29682,17.0,,2576,108
a_29683,6.0,,7572,103
a_29684,11.0,,9804,108
a_29685,19.0,,719,108
a_29686,19.0,,1771,103
a_29687,26.0,,6537,101
a_29688,32.0,,6537,101
a_29689,245.0,,8694,103
a_29690,34.0,,6517,103
a_29691,16.0,,9723,108
a_29693,25.0,,9470,108
a_29694,74.0,,3518,108
a_29695,63.0,,6834,103
a_29696,27.0,,8212,101
a_29698,89.0,,783,103
a_29699,15.0,,756,103
a_29700,44.0,,759,103
a_29701,41.0,,300,108
a_29702,2.0,,9470,108
a_29703,36.0,,8953,103
a_29705,62.0,,6444,106
a_29706,36.0,,1360,106
a_29707,62.0,,8735,106
a_29708,10.0,,1486,106
a_29709,8.0,,5004,106
a_29710,1.0,,8907,106
a_29711,1.0,,4686,106
a_29712,137.0,A,4314,107
a_29713,5.0,,8907,106
a_29714,19.0,,1087,106
a_29715,30.0,,1156,105
a_29716,150.0,,8151,106
a_29717,23.0,,7076,105
a_29718,66.0,,8151,106
a_29719,9.0,,118,107
a_29720,70.0,,8705,106
a_29721,9.0,,268,107
a_29722,34.0,,3573,105
a_29723,164.0,B,9527,107
a_29724,9.0,,5362,105
a_29725,45.0,,1087,106
a_29726,32.0,,2595,106
a_29727,27.0,,8767,106
a_29728,34.0,,2106,107
a_29729,22.0,,8690,105
a_29730,115.0,,6838,106
a_29731,24.0,,8400,107
a_29732,38.0,,3023,107
a_29733,9.0,,535,107
a_29734,190.0,,4314,107
a_29735,22.0,,8705,106
a_29736,25.0,,2595,106
a_29737,155.0,,4314,107
a_29738,2.0,B,5945,107
a_29739,5.0,,4434,105
a_29740,38.0,,2925,106
a_29741,7.0,,2177,107
a_29742,9.0,,3673,106
a_29743,23.0,,307,107
a_29744,11.0,,7837,106
a_29745,1.0,,8743,106
a_29746,4.0,,3619,106
a_29747,134.0,,499,106
a_29748,25.0,,5130,105
a_29749,34.0,,6448,105
a_29750,24.0,,1360,106
a_29751,3.0,,4771,106
a_29752,24.0,,6535,107
a_29753,11.0,,1263,106
a_29754,56.0,,8151,106
a_29755,169.0,,8151,106
a_29756,52.0,,5648,105
a_29757,3.0,,9524,107
a_29758,27.0,,1156,105
a_29759,67.0,,5202,107
a_29760,62.0,,6581,105
a_29761,23.0,,2187,105
a_29762,11.0,,6971,107
a_29763,7.0,,8421,105
a_29764,3.0,,5945,107
a_29765,23.0,,9880,106
a_29766,6.0,,9013,107
a_29767,28.0,,3747,105
a_29768,86.0,,1978,106
a_29769,42.0,,1978,106
a_29770,32.0,,6448,105
a_29771,14.0,,5002,107
a_29772,12.0,B,9544,105
a_29773,68.0,,620,107
a_29775,16.0,,5308,107
a_29776,70.0,,2069,105
a_29777,5.0,,9542,107
a_29778,9.0,,3818,107
a_29779,15.0,,5686,107
a_29780,6.0,,6315,106
a_29781,22.0,,3023,107
a_29782,2.0,,5384,107
a_29783,15.0,,535,107
a_29784,16.0,,2177,107
a_29785,26.0,,4314,107
a_29786,4.0,,8079,107
a_29787,36.0,,6448,105
a_29788,81.0,,5886,106
a_29789,74.0,,1545,105
a_29790,45.0,,2595,106
a_29791,40.0,,9527,107
a_29792,25.0,,1202,107
a_29794,51.0,,9380,105
a_29795,70.0,,6581,105
a_29796,130.0,,499,106
a_29797,5.0,,2094,105
a_29798,104.0,,620,107
a_29799,175.0,,8648,105
a_29800,14.0,,8907,106
a_29801,45.0,,6432,105
a_29802,5.0,,6472,105
a_29803,7.0,,8903,107
a_29804,20.0,,9880,106
a_29805,5.0,,7610,106
a_29806,127.0,,8529,107
a_29807,42.0,,8619,105
a_29808,52.0,,6444,106
a_29809,14.0,,9464,105
a_29810,16.0,,1545,105
a_29811,59.0,,1257,107
a_29812,1.0,,1591,106
a_29813,19.0,,9544,105
a_29814,9.0,,9546,105
a_29815,90.0,B,9597,107
a_29816,8.0,,2169,105
a_29817,17.0,,5130,105
a_29818,95.0,,9624,106
a_29819,12.0,,9533,105
a_29820,5.0,,9527,107
a_29821,2.0,,1488,106
a_29822,7.0,,4367,106
a_29823,21.0,,8933,106
a_29824,150.0,,9527,107
a_29825,88.0,B,7740,105
a_29826,1.0,B,7911,105
a_29827,41.0,,3573,105
a_29828,5.0,,4877,105
a_29829,13.0,,2487,105
a_29830,4.0,,1360,106
a_29831,63.0,,1277,107
a_29832,187.0,,9527,107
a_29833,27.0,,1313,105
a_29834,12.0,B,9634,106
a_29835,33.0,,5308,107
a_29836,83.0,,1545,105
a_29837,193.0,,9527,107
a_29838,25.0,,7576,105
a_29839,30.0,,4306,106
a_29840,54.0,,6228,106
a_29841,31.0,,5130,105
a_29842,2.0,,2106,107
a_29843,2.0,B,3098,105
a_29844,49.0,,4108,105
a_29845,17.0,,5202,107
a_29846,1.0,B,9588,107
a_29847,17.0,,4306,106
a_29848,52.0,,1202,107
a_29849,72.0,,499,106
a_29850,49.0,,1642,105
a_29851,78.0,,8151,106
a_29852,11.0,,916,105
a_29853,19.0,B,9376,105
a_29854,13.0,,5686,107
a_29855,29.0,,8484,106
a_29856,13.0,,1360,106
a_29857,76.0,B,8767,107
a_29858,7.0,,1278,107
a_29859,72.0,,8913,106
a_29860,7.0,,3095,105
a_29861,257.0,,8648,105
a_29862,87.0,,6952,107
a_29863,9.0,,1486,106
a_29864,6.0,,467,105
a_29865,22.0,,8495,106
a_29866,101.0,,5202,107
a_29867,45.0,,8909,107
a_29868,11.0,,8400,107
a_29869,38.0,,1156,105
a_29870,44.0,,8735,106
a_29871,54.0,,6838,106
a_29872,18.0,,2595,106
a_29873,84.0,B,4314,107
a_29874,12.0,,3469,107
a_29875,118.0,,6432,105
a_29876,5.0,,1717,107
a_29877,9.0,,1277,107
a_29878,10.0,,7940,106
a_29879,41.0,,7467,105
a_29880,43.0,,9691,107
a_29881,85.0,,8767,106
a_29882,96.0,,8619,105
a_29884,25.0,,5686,107
a_29885,9.0,,2263,106
a_29886,5.0,,535,107
a_29887,38.0,,6432,105
a_29888,133.0,,8955,106
a_29889,43.0,,5686,107
a_29890,33.0,,5686,107
a_29891,8.0,,8045,107
a_29892,3.0,,8542,106
a_29893,4.0,,1996,107
a_29894,34.0,,8648,105
a_29895,61.0,,9597,107
a_29896,65.0,,8151,106
a_29898,15.0,,6971,107
a_29899,118.0,,9624,106
a_29900,10.0,,9117,106
a_29901,123.0,,8151,106
a_29902,14.0,,5945,107
a_29903,41.0,,1978,106
a_29904,90.0,,499,106
a_29906,22.0,,6971,107
a_29907,11.0,B,9544,105
a_29908,13.0,,4274,106
a_29909,29.0,,6432,105
a_29910,8.0,,4108,105
a_29911,75.0,,6581,105
a_29912,101.0,,8529,107
a_29913,122.0,,8619,106
a_29914,9.0,,9355,105
a_29915,56.0,,1119,107
a_29916,28.0,,2925,106
a_29917,117.0,,6838,106
a_29918,1.0,,5886,106
a_29919,98.0,,6432,105
a_29920,6.0,,4649,105
a_29921,69.0,,1545,105
a_29922,16.0,,4726,107
a_29923,44.0,,1119,107
a_29924,6.0,,9634,106
a_29925,41.0,,3763,106
a_29926,34.0,,2595,106
a_29927,59.0,,2069,105
a_29928,4.0,,8273,107
a_29929,3.0,,8329,105
a_29930,7.0,,6886,107
a_29931,34.0,,9691,107
a_29932,187.0,,4314,107
a_29933,4.0,,9597,107
a_29934,5.0,,7576,105
a_29935,90.0,,8151,106
a_29936,52.0,,8955,107
a_29937,147.0,,8705,105
a_29939,56.0,,4535,105
a_29940,8.0,,2263,106
a_29941,38.0,,6228,106
a_29942,139.0,,8705,105
a_29943,26.0,,3573,105
a_29944,24.0,,3098,105
a_29945,25.0,,3848,105
a_29946,62.0,,3998,105
a_29947,69.0,,9588,107
a_29948,44.0,,2094,105
a_29949,14.0,,7911,105
a_29950,12.0,,8092,106
a_29951,22.0,B,4935,107
a_29952,11.0,,4199,106
a_29953,88.0,,7740,105
a_29954,11.0,,9114,107
a_29955,18.0,,1832,107
a_29956,26.0,,9588,107
a_29957,35.0,,8913,106
a_29958,91.0,,8913,106
a_29959,3.0,,7911,105
a_29960,20.0,,8742,106
a_29961,21.0,,1545,105
a_29962,94.0,,8955,107
a_29963,27.0,,2724,105
a_29964,7.0,,8648,105
a_29965,56.0,,6432,105
a_29966,58.0,,1978,106
a_29967,14.0,,3098,105
a_29968,54.0,,8913,106
a_29969,4.0,,7837,106
a_29970,20.0,,9691,107
a_29971,25.0,,8619,105
a_29972,10.0,,3203,107
a_29974,49.0,,9691,107
a_29975,12.0,,6838,106
a_29976,22.0,B,8690,105
a_29977,13.0,,8861,106
a_29978,141.0,,8619,106
a_29979,35.0,,9691,107
a_29980,195.0,,9527,107
a_29981,48.0,,6444,106
a_29982,4.0,,1001,105
a_29983,23.0,,6221,106
a_29984,39.0,,1371,105
a_29985,7.0,,535,107
a_29986,17.0,,5937,105
a_29987,29.0,,5220,105
a_29988,11.0,,8762,107
a_29989,63.0,,9624,106
a_29990,14.0,,5636,106
a_29991,3.0,,6860,106
a_29992,72.0,,3998,105
a_29993,45.0,,8619,105
a_29996,25.0,,6432,105
a_29997,15.0,,8772,106
a_29998,11.0,,6444,106
a_29999,28.0,B,1545,105
a_30000,36.0,,5308,107
a_30001,34.0,,4726,107
a_30002,22.0,,4649,105
a_30003,160.0,,4314,107
a_30004,27.0,B,4015,107
a_30006,17.0,,896,105
a_30007,66.0,,1277,107
a_30008,6.0,,9070,106
a_30009,11.0,,898,106
a_30010,4.0,,6535,107
a_30011,12.0,,4015,107
a_30012,10.0,,1087,106
a_30013,14.0,,5696,105
a_30014,78.0,,3998,105
a_30015,50.0,,6444,106
a_30016,15.0,,5220,105
a_30017,6.0,,9302,105
a_30018,153.0,,9527,107
a_30019,102.0,,8529,107
a_30020,50.0,,1313,105
a_30021,133.0,,8529,107
a_30022,145.0,,8529,107
a_30023,26.0,,10,106
a_30024,5.0,,499,106
a_30026,24.0,,8690,105
a_30027,14.0,,9975,105
a_30028,31.0,,6228,106
a_30029,1.0,,3763,106
a_30030,13.0,B,5308,107
a_30031,42.0,B,7576,105
a_30032,19.0,,1589,107
a_30033,211.0,,9527,107
a_30034,39.0,,618,107
a_30035,79.0,,8955,106
a_30036,15.0,,6535,107
a_30037,16.0,,8690,105
a_30038,21.0,,4348,107
a_30039,1.0,,9719,105
a_30040,71.0,,8151,106
a_30041,21.0,,9793,106
a_30042,66.0,,4314,107
a_30043,31.0,,8648,105
a_30045,42.0,,2925,106
a_30046,133.0,,8045,106
a_30047,48.0,,6581,105
a_30049,12.0,,6432,105
a_30050,2.0,,8454,106
a_30051,8.0,,4649,105
a_30052,15.0,,5004,106
a_30053,5.0,,4332,107
a_30054,10.0,,7911,105
a_30055,4.0,,4274,106
a_30056,2.0,,9387,106
a_30057,29.0,,4367,106
a_30059,25.0,,7451,107
a_30060,3.0,,6431,105
a_30061,14.0,,1313,105
a_30062,20.0,,785,107
a_30063,47.0,,1202,107
a_30064,72.0,,6228,106
a_30065,37.0,,785,107
a_30066,326.0,,8648,105
a_30067,14.0,,6,105
a_30068,215.0,,9527,107
a_30069,113.0,,8151,106
a_30070,19.0,,4306,106
a_30071,7.0,,3001,106
a_30073,11.0,,1978,106
a_30077,33.0,,9114,107
a_30078,18.0,,268,107
a_30079,11.0,,9524,107
a_30080,6.0,,8861,106
a_30081,15.0,,7451,107
a_30082,41.0,,9691,107
a_30083,75.0,,4314,107
a_30084,7.0,,9880,106
a_30085,29.0,,7451,107
a_30088,17.0,,2287,107
a_30089,162.0,,9527,107
a_30090,17.0,,9393,107
a_30091,7.0,,1996,107
a_30092,91.0,,8151,106
a_30093,19.0,,2106,107
a_30094,42.0,,6838,106
a_30095,51.0,,3998,105
a_30096,31.0,,8735,106
a_30097,14.0,,6432,105
a_30098,24.0,,8092,106
a_30099,38.0,,2595,106
a_30100,35.0,,3998,105
a_30101,23.0,,5636,106
a_30102,232.0,,8619,107
a_30103,13.0,,9838,110
a_30104,4.0,,4571,109
a_30105,53.0,,9838,110
a_30106,10.0,,4295,109
a_30107,41.0,,9838,110
a_30108,32.0,,1379,110
a_30109,42.0,,1916,110
a_30110,60.0,,5907,110
a_30111,89.0,,6183,110
a_30112,139.0,,3516,110
a_30113,25.0,,2938,110
a_30114,8.0,,4293,110
a_30115,45.0,,5907,110
a_30116,32.0,,7350,110
a_30117,38.0,,2088,110
a_30118,7.0,,8782,110
a_30119,40.0,,8299,109
a_30120,57.0,,8288,109
a_30121,9.0,,188,109
a_30122,3.0,,4559,110
a_30123,16.0,,2909,109
a_30124,48.0,,1924,110
a_30125,28.0,,3713,109
a_30126,4.0,,2088,110
a_30127,26.0,,4222,109
a_30128,218.0,,8699,110
a_30129,26.0,,9988,110
a_30130,29.0,,9988,110
a_30131,37.0,,9838,110
a_30132,2.0,,5291,109
a_30133,82.0,,8143,110
a_30134,44.0,,2268,109
a_30135,16.0,,6700,109
a_30136,9.0,,8299,109
a_30137,57.0,,5764,110
a_30138,91.0,,5240,109
a_30139,193.0,,3512,109
a_30140,30.0,,6147,109
a_30141,10.0,,1379,110
a_30142,94.0,,1009,109
a_30143,47.0,,952,110
a_30144,43.0,,9848,110
a_30145,14.0,,8299,109
a_30146,27.0,,9838,110
a_30147,10.0,,3638,110
a_30148,43.0,,8617,109
a_30149,49.0,,2909,109
a_30150,2.0,,9485,109
a_30151,11.0,,4497,110
a_30152,204.0,,3522,110
a_30153,136.0,,3522,110
a_30154,15.0,,1345,109
a_30155,18.0,,4514,110
a_30156,11.0,,8288,109
a_30157,17.0,B,7043,110
a_30158,1.0,,8218,109
a_30159,100.0,,300,109
a_30160,8.0,,5026,109
a_30161,18.0,,478,110
a_30162,42.0,,5844,110
a_30163,14.0,,2685,109
a_30164,31.0,,5211,109
a_30165,35.0,,8289,109
a_30166,11.0,,8289,109
a_30167,24.0,,9439,109
a_30168,20.0,,8299,109
a_30169,34.0,,7484,109
a_30170,75.0,,9155,109
a_30171,2.0,,1547,109
a_30173,14.0,,8692,110
a_30174,13.0,,3508,110
a_30175,19.0,,1924,110
a_30176,43.0,,3713,109
a_30177,39.0,,1617,109
a_30178,83.0,,3516,110
a_30179,57.0,,2990,109
a_30180,25.0,,3508,110
a_30181,86.0,,3516,110
a_30182,48.0,,3522,110
a_30183,12.0,,6358,109
a_30184,18.0,,1009,109
a_30185,6.0,,1407,109
a_30186,1.0,,1775,109
a_30187,14.0,,9737,110
a_30188,38.0,,3516,110
a_30189,10.0,,8673,109
a_30190,5.0,,4965,110
a_30191,18.0,,5211,109
a_30192,11.0,,8673,109
a_30193,210.0,,5240,110
a_30194,27.0,,952,110
a_30195,8.0,,7065,109
a_30196,35.0,,6147,109
a_30197,5.0,,5981,109
a_30198,8.0,,7328,110
a_30199,67.0,,7484,109
a_30200,23.0,,7479,109
a_30201,10.0,,6076,110
a_30202,46.0,,5381,109
a_30203,6.0,,5987,110
a_30204,99.0,,3508,110
a_30205,10.0,,5764,110
a_30206,25.0,,827,109
a_30207,83.0,,8289,109
a_30208,13.0,,2994,109
a_30209,21.0,,8295,110
a_30210,35.0,,249,110
a_30211,74.0,,3516,110
a_30212,50.0,,8289,109
a_30213,7.0,,8673,109
a_30214,78.0,,398,110
a_30215,51.0,,8289,109
a_30216,26.0,,6147,109
a_30217,11.0,,1547,109
a_30218,8.0,,6369,109
a_30219,113.0,,3512,109
a_30220,12.0,,5519,109
a_30221,16.0,,6424,109
a_30222,133.0,,3508,110
a_30223,29.0,,3084,110
a_30224,257.0,,3522,110
a_30225,2.0,,2768,110
a_30226,23.0,,8218,109
a_30227,21.0,,249,110
a_30228,27.0,,1129,110
a_30229,9.0,,3638,110
a_30230,5.0,,7483,109
a_30231,83.0,,5907,110
a_30232,10.0,,8289,109
a_30233,53.0,,3522,110
a_30234,5.0,,4445,110
a_30235,22.0,,8081,110
a_30236,5.0,,4571,109
a_30237,44.0,,1009,109
a_30238,83.0,,2990,109
a_30239,118.0,,5907,110
a_30240,44.0,,6832,109
a_30241,111.0,,5907,110
a_30242,47.0,,7484,109
a_30243,123.0,,3508,110
a_30245,1.0,,2990,110
a_30246,121.0,,3508,110
a_30247,1.0,B,1017,109
a_30248,8.0,,9549,110
a_30249,28.0,,7359,109
a_30250,14.0,,8836,109
a_30252,10.0,,6226,110
a_30253,62.0,,3516,110
a_30254,20.0,,6147,109
a_30255,38.0,,5764,110
a_30256,50.0,,8617,109
a_30257,22.0,,8673,109
a_30258,170.0,,3516,110
a_30259,25.0,,9988,110
a_30260,12.0,,1363,109
a_30261,149.0,,7067,110
a_30262,22.0,,7359,109
a_30264,14.0,,4159,109
a_30265,5.0,,5381,109
a_30266,39.0,,3522,110
a_30267,6.0,,7422,110
a_30268,129.0,,3516,110
a_30270,19.0,,8289,109
a_30271,237.0,,3522,110
a_30272,10.0,,5665,109
a_30273,95.0,,9568,110
a_30274,26.0,,8289,109
a_30275,9.0,,5315,110
a_30276,28.0,,952,110
a_30277,65.0,,2116,109
a_30278,3.0,,1434,109
a_30279,19.0,,4571,109
a_30280,22.0,,7484,109
a_30281,120.0,,5907,110
a_30282,23.0,,8299,109
a_30283,2.0,,1168,109
a_30284,12.0,,478,110
a_30285,7.0,,6425,109
a_30286,50.0,,3284,110
a_30288,14.0,,4965,110
a_30289,4.0,,3374,109
a_30290,21.0,,4571,109
a_30291,52.0,,6832,109
a_30292,208.0,,8699,110
a_30293,55.0,,9848,110
a_30294,35.0,,4293,110
a_30295,5.0,,8782,110
a_30296,4.0,,1434,109
a_30297,23.0,,1009,109
a_30298,163.0,,9838,110
a_30299,36.0,,2738,110
a_30300,227.0,,5240,110
a_30301,11.0,,8082,110
a_30302,34.0,,6832,109
a_30303,4.0,,6130,110
a_30304,21.0,,2994,109
a_30305,10.0,,9100,110
a_30306,19.0,,7328,110
a_30307,51.0,,2990,109
a_30308,52.0,,2116,109
a_30309,83.0,A,3508,110
a_30310,8.0,,6076,110
a_30311,11.0,,827,109
a_30312,53.0,,5356,109
a_30313,89.0,,9568,110
a_30316,9.0,,7038,109
a_30317,128.0,,3512,110
a_30318,210.0,,3516,110
a_30319,92.0,,5240,109
a_30320,13.0,,4965,110
a_30321,66.0,,3522,110
a_30322,166.0,,5240,110
a_30323,77.0,,6183,110
a_30324,53.0,,3084,110
a_30326,9.0,,888,109
a_30328,10.0,,6700,109
a_30329,35.0,,2909,109
a_30330,210.0,,3522,110
a_30332,40.0,,2268,109
a_30333,95.0,,5240,110
a_30334,2.0,,4497,110
a_30335,5.0,,1419,110
a_30337,4.0,,1379,110
a_30338,10.0,,6541,109
a_30339,53.0,,3508,110
a_30340,39.0,B,4293,110
a_30341,64.0,,8299,109
a_30342,15.0,,3508,110
a_30343,21.0,B,7043,110
a_30344,212.0,,5240,110
a_30345,26.0,,7043,110
a_30346,6.0,,887,109
a_30347,15.0,,4965,110
a_30348,218.0,,3522,110
a_30349,38.0,,5381,109
a_30350,22.0,,1379,110
a_30351,4.0,,7155,109
a_30352,30.0,,827,109
a_30353,5.0,B,90,109
a_30354,50.0,,8218,109
a_30355,20.0,,4798,110
a_30356,25.0,,4293,110
a_30357,270.0,,3522,110
a_30358,117.0,,9838,110
a_30359,69.0,,2113,109
a_30360,42.0,,3522,110
a_30361,74.0,,1009,109
a_30362,1.0,,8836,109
a_30363,63.0,,2116,109
a_30364,9.0,,1434,109
a_30365,3.0,,5844,110
a_30366,48.0,,5764,110
a_30368,26.0,,1379,110
a_30369,191.0,,3516,110
a_30370,18.0,,8782,110
a_30371,34.0,,8299,109
a_30372,5.0,,9439,109
a_30373,3.0,,7360,109
a_30374,69.0,,1676,110
a_30375,52.0,,3512,110
a_30376,135.0,,5907,110
a_30377,52.0,,3522,110
a_30378,70.0,,3522,110
a_30379,110.0,,3516,110
a_30380,30.0,,2116,109
a_30381,15.0,,9775,109
a_30382,2.0,,1920,109
a_30383,6.0,,90,109
a_30384,189.0,,3512,109
a_30385,4.0,,7252,110
a_30386,64.0,,7484,109
a_30388,191.0,,3512,109
a_30389,27.0,,6700,109
a_30390,2.0,,1937,109
a_30391,66.0,,3510,109
a_30392,24.0,,2268,109
a_30393,15.0,,8583,110
a_30394,35.0,,9100,110
a_30395,7.0,,2689,110
a_30396,21.0,,3516,110
a_30397,12.0,,1290,109
a_30398,85.0,,8289,109
a_30400,27.0,,9988,110
a_30401,9.0,,3713,109
a_30403,6.0,,9222,110
a_30404,32.0,,3713,109
a_30405,50.0,,3522,110
a_30406,6.0,,4427,109
a_30409,175.0,,3512,109
a_30410,20.0,,7484,109
a_30411,3.0,,6425,109
a_30412,79.0,,3516,110
a_30414,199.0,,3516,110
a_30415,210.0,,8699,110
a_30416,6.0,,7043,110
a_30418,12.0,,5907,110
a_30419,9.0,,1676,110
a_30420,15.0,,7428,110
a_30423,103.0,,3508,110
a_30424,86.0,,5240,109
a_30425,6.0,,9954,110
a_30426,13.0,A,1017,109
a_30427,3.0,,8254,110
a_30428,23.0,,6183,109
a_30429,185.0,,3522,110
a_30430,44.0,,9848,110
a_30431,28.0,,853,110
a_30432,90.0,,5907,110
a_30434,12.0,,1756,109
a_30435,103.0,,3516,110
a_30436,2.0,,1419,110
a_30437,26.0,,2088,110
a_30440,14.0,,6358,109
